BILL,REPRESENTATIVE,PARTY,VOTE,DATE,BILL_NAME,COMMITTEE,STATE
3617,Armstrong,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",ND
3617,Arrington,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TX
3617,Auchincloss,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",MA
3617,Axne,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",IA
3617,Babin,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TX
3617,Bacon,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",NE
3617,Baird,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",IN
3617,Balderson,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",OH
3617,Banks,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",IN
3617,Barr,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",KY
3617,Barragán,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CA
3617,Bass,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CA
3617,Beatty,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",OH
3617,Bentz,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",OR
3617,Bera,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CA
3617,Bergman,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",MI
3617,Beyer,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",VA
3617,Bice (OK),Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",OK
3617,Biggs,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",AZ
3617,Bilirakis,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",FL
3617,Bishop (GA),Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",GA
3617,Bishop (NC),Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",NC
3617,Blumenauer,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",OR
3617,Blunt Rochester,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",DE
3617,Boebert,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CO
3617,Bonamici,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",OR
3617,Bost,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",IL
3617,Bourdeaux,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",GA
3617,Bowman,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",NY
3617,"Boyle, Brendan F.",Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",PA
3617,Brady,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TX
3617,Brooks,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",AL
3617,Brown (MD),Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",MD
3617,Brown (OH),Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",OH
3617,Brownley,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CA
3617,Buchanan,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",FL
3617,Buck,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CO
3617,Bucshon,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",IN
3617,Budd,Republican,NOT VOTING,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",NC
3617,Burchett,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TN
3617,Burgess,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TX
3617,Bush,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",MO
3617,Bustos,Democratic,NOT VOTING,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",IL
3617,Butterfield,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",NC
3617,Calvert,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CA
3617,Cammack,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",FL
3617,Carbajal,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CA
3617,Carey,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",OH
3617,Carl,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",AL
3617,Carson,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",IN
3617,Carter (GA),Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",GA
3617,Carter (LA),Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",LA
3617,Carter (TX),Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TX
3617,Cartwright,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",PA
3617,Case,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",HI
3617,Casten,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",IL
3617,Castor (FL),Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",FL
3617,Castro (TX),Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TX
3617,Cawthorn,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",NC
3617,Chabot,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",OH
3617,Cheney,Republican,NOT VOTING,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",WY
3617,Cherfilus-McCormick,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",FL
3617,Chu,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CA
3617,Cicilline,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",RI
3617,Clark (MA),Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",MA
3617,Clarke (NY),Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",NY
3617,Cleaver,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",MO
3617,Cline,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",VA
3617,Cloud,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TX
3617,Clyburn,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",SC
3617,Clyde,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",GA
3617,Cohen,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TN
3617,Cole,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",OK
3617,Comer,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",KY
3617,Connolly,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",VA
3617,Cooper,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TN
3617,Correa,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CA
3617,Costa,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CA
3617,Courtney,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CT
3617,Craig,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",MN
3617,Crawford,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",AR
3617,Crenshaw,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TX
3617,Crist,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",FL
3617,Crow,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CO
3617,Cuellar,Democratic,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TX
3617,Curtis,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",UT
3617,Cárdenas,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CA
3617,Davids (KS),Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",KS
3617,Davidson,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",OH
3617,"Davis, Danny K.",Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",IL
3617,"Davis, Rodney",Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",IL
3617,DeFazio,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",OR
3617,DeGette,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CO
3617,DeLauro,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CT
3617,DeSaulnier,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CA
3617,Dean,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",PA
3617,DelBene,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",WA
3617,Delgado,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",NY
3617,Demings,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",FL
3617,DesJarlais,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TN
3617,Deutch,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",FL
3617,Diaz-Balart,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",FL
3617,Dingell,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",MI
3617,Doggett,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TX
3617,Donalds,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",FL
3617,"Doyle, Michael F.",Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",PA
3617,Duncan,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",SC
3617,Dunn,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",FL
3617,Ellzey,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TX
3617,Emmer,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",MN
3617,Escobar,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TX
3617,Eshoo,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",CA
3617,Espaillat,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",NY
3617,Estes,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",KS
3617,Evans,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",PA
3617,Fallon,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TX
3617,Feenstra,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",IA
3617,Ferguson,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",GA
3617,Fischbach,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",MN
3617,Fitzgerald,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",WI
3617,Fitzpatrick,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",PA
3617,Fleischmann,Republican,NAY,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TN
3617,Fletcher,Democratic,YEA,2022-04-01,MORE Act (deschedule cannabis),"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]",TX
