,number,title,classification,timestamp,latitude,longitude,month,year,state
735,33307,Report 33307: Memory told of a close encounter while riding a bike as a teen in Brewton,Class A,1983-10-14 12:00:00,31.13586,-87.06486,10,1983,Alabama
736,338,Report 338: Loud screams menace hunters along Mississippi River around 4:00 am,Class B,1983-10-15 12:00:00,35.14639,-90.18444,10,1983,Arkansas
737,12054,Report 12054: Teenagers find footprint near Daugherty,Class B,1983-10-15 12:00:00,38.586,-94.286,10,1983,Missouri
738,12669,Report 12669: Possible tracks found by hunters outisde Mechanicsburg,Class B,1983-10-15 12:00:00,40.01979,-83.56088,10,1983,Ohio
739,1919,Report 1919: Friends have night sighting above Sonora,Class A,1983-10-25 12:00:00,38.03898,-120.2339,10,1983,California
740,28080,Report 28080: Woman remembers evening sighting while driving on Hwy. T near Oxly,Class A,1983-10-25 12:00:00,38.21285,-90.66216,10,1983,Missouri
741,4981,Report 4981: Late night encounter by Coon hunters near Byhalia,Class B,1983-10-31 12:00:00,40.47326,-83.44371,10,1983,Ohio
742,7246,Report 7246: Hunter has daytime sighting near Shocco Creek,Class A,1983-11-15 12:00:00,36.21335,-78.09365,11,1983,North Carolina
743,416,Report 416: A resident's early evening sighting next to his home near New Market,Class A,1983-11-15 12:00:00,34.95605,-86.4559,11,1983,Alabama
744,607,"Report 607: while hunting hogs near a cypress bayhead, witness saw a dark brown/black bi-pedal creature.",Class A,1983-11-19 12:00:00,26.15915,-81.76041,11,1983,Florida
745,14493,"Report 14493: Teen has a daylight encounter while hunting near Big Lake, Bemidji",Class B,1983-11-23 12:00:00,47.4914,-94.57375,11,1983,Minnesota
746,32620,Report 32620: Memory told of observing a large creature while hunting just north of Newcomerstown,Class A,1983-11-28 12:00:00,40.28488,-81.58699,11,1983,Ohio
747,10506,"Report 10506: While sitting on relative's front porch, two children have daytime sighting",Class A,1983-12-24 12:00:00,30.41667,-93.94,12,1983,Texas
748,7495,"Report 7495: Night time road crossing near Strawberry, Arizona",Class A,1983-12-30 12:00:00,34.4,-111.5,12,1983,Arizona
749,9407,Report 9407: Two children discover small footprints frozen on the surface of a creek near Jackson.,Class B,1984-01-14 12:00:00,37.28205,-83.21735,1,1984,Kentucky
750,12884,Report 12884: Daytime sighting by six siesmographic workers in the Uinta Mountains.,Class A,1984-01-15 12:00:00,41.25,-111.05,1,1984,Utah
751,2744,Report 2744: Large figure crosses the road in dawn hours near Battleground,Class A,1984-01-15 12:00:00,45.7811,-122.5322,1,1984,Washington
752,8236,"Report 8236: Two girls witness a large, hair covered baboon like creature squatting in the middle of the road",Class A,1984-01-15 12:00:00,40.05998,-82.28814,1,1984,Ohio
753,10889,Report 10889: Teens find footprint in swampy ground near Interlochen.,Class B,1984-02-11 12:00:00,44.64535,-85.77714,2,1984,Michigan
755,2285,"Report 2285: Boy sees ""Bigfoot"" in the woods while looking out the car window",Class A,1984-04-08 12:00:00,37.22647,-81.09017,4,1984,Virginia
756,3519,Report 3519: Man working in wooded area sees bipedal animal standing on railroad tracks,Class A,1984-04-17 12:00:00,33.88861,-93.20389,4,1984,Arkansas
757,1683,Report 1683: A fisherman's encounter along a trail near Patison Lake,Class A,1984-05-16 12:00:00,46.985,-122.7669,5,1984,Washington
758,737,Report 737: creature seen in an open field by witness.,Class A,1984-06-15 12:00:00,28.3836,-82.6053,6,1984,Florida
759,1061,Report 1061: June 1984 Manatee County FL  Late evening sighting by 9 yr/old camper off Little Manatee River in Ruskin,Class A,1984-06-16 12:00:00,27.7068,-82.45165,6,1984,Florida
760,4073,Report 4073: White hair covered creature seen at the edge of a cornfield,Class A,1984-07-04 12:00:00,39.46019,-81.54855,7,1984,Ohio
761,898,Report 898: Young hunter sees an upright walking animal,Class A,1984-07-08 12:00:00,48.65528,-117.7619,7,1984,Washington
762,940,Report 940: Creature stepping over a guardrail,Class A,1984-07-14 12:00:00,46.1903,-123.1175,7,1984,Washington
763,9712,Report 9712: Early evening encounter near Riverdale,Class A,1984-07-15 12:00:00,33.32442,-84.2532,7,1984,Georgia
764,930,Report 930: Sighting by a school group on summer field trip,Class A,1984-07-18 12:00:00,48.1609,-124.7312,7,1984,Washington
765,2792,"Report 2792: While watching TV, witness sees large, dark, upright object pass by the window",Class A,1984-07-27 12:00:00,45.89832,-89.6965,7,1984,Wisconsin
766,191,Report 191: Daytime sighting by motorists along Hwy 6 near Glenwood,Class A,1984-07-31 12:00:00,45.63606,-123.3471,7,1984,Oregon
767,3424,Report 3424: Couple see large footprint near Emigrant Gap,Class B,1984-08-01 12:00:00,39.30056,-120.6672,8,1984,California
768,3605,"Report 3605: Three teenagers hear vocalizations at dusk, while fishing in Doris Lake in John Muir Wilderness",Class B,1984-08-01 12:00:00,37.33694,-119.0139,8,1984,California
769,8184,"Report 8184: Large Footprints Found, Vocalizations Heard by Vacationer Near Lake Shasta",Class B,1984-08-01 12:00:00,40.755,-122.33,8,1984,California
770,25454,Report 25454: Man remembers observing creature taking food while camping near Manchester,Class A,1984-08-01 12:00:00,39.17295,-84.971,8,1984,Indiana
771,1385,Report 1385: High pitched wailing scream echoed off mountainside.,Class B,1984-08-15 12:00:00,47.425,-121.4317,8,1984,Washington
772,7662,Report 7662: Girls see retreating biped near Molalla River,Class A,1984-08-15 12:00:00,45.0837,-122.4888,8,1984,Oregon
773,26790,Report 26790: Fisherman has night time sighting along dirt road east of Scranton Lake.,Class B,1984-08-15 12:00:00,38.76635,-95.70296,8,1984,Kansas
774,5529,Report 5529: Couple has daytime sighting in the Big Creek Wilderness Area,Class A,1984-08-17 12:00:00,44.19167,-123.975,8,1984,Oregon
775,406,"Report 406: Fisherman observes large, bipedal figure along Kalama River",Class A,1984-09-01 12:00:00,46.05333,-122.6228,9,1984,Washington
776,5909,Report 5909: Two Hikers Have Close Encounter Near Genoa,Class A,1984-09-15 12:00:00,39.00056,-119.8458,9,1984,Nevada
777,43798,Report 43798: Memory told of an early evening sighting at a migrant work camp in Bear Lake,Class A,1984-10-01 12:00:00,44.38367,-86.19037,10,1984,Michigan
778,17308,Report 17308: Possible stalking of hunters on the AL state line near Cedartown GA,Class B,1984-10-01 12:00:00,33.9844,-85.3582,10,1984,Georgia
779,15514,"Report 15514: Possible stalking at rural school bus stop near Benzonia, Michigan",Class B,1984-10-01 12:00:00,44.5976,-86.09081,10,1984,Michigan
780,1003,Report 1003: Two horseback riders see hairy creature,Class A,1984-10-15 12:00:00,29.85375,-81.3456,10,1984,Florida
781,1382,Report 1382: Creature observed by hunters,Class A,1984-10-17 12:00:00,47.2831,-121.9258,10,1984,Washington
782,3518,"Report 3518: Morning sighting by hiker, near Shuksan",Class A,1984-10-20 12:00:00,48.86,-121.6738,10,1984,Washington
783,1700,Report 1700: Witnesses hear unusual screams while hunting & note local Indian stories regarding Bigfoot,Class C,1984-10-27 12:00:00,48.03278,-105.8642,10,1984,Montana
784,11295,Report 11295: Coon hunters hear vocalizations and footprints found near Burlington.,Class B,1984-11-17 12:00:00,42.075,-88.53872,11,1984,Illinois
785,31968,Report 31968: Midday observation by young hunters near Glasford,Class A,1985-01-12 12:00:00,40.59904,-89.88347,1,1985,Illinois
786,3049,Report 3049: Atv riders hear daytime vocalization and find tracks near Keokuk,Class B,1985-02-15 12:00:00,40.4415,-91.4261,2,1985,Iowa
787,15003,Report 15003: Brief sighting by motorsist near Shelby Forest.,Class B,1985-04-15 12:00:00,35.226,-89.94,4,1985,Tennessee
788,11630,Report 11630: Dusk and evening sightings around Stissing Mountain,Class B,1985-05-01 12:00:00,41.97341,-73.66616,5,1985,New York
789,23247,Report 23247: Woman remembers encountering a strange animal while driving outside Mexico Beach,Class A,1985-05-15 12:00:00,29.93629,-85.3948,5,1985,Florida
790,24776,"Report 24776: Near Bendon, woman and daughter recall their daylight sighting from automobile",Class A,1985-05-15 12:00:00,44.62845,-85.86292,5,1985,Michigan
791,40034,Report 40034: Women recall an afternoon road crossing near Bulow Park,Class A,1985-05-25 12:00:00,29.33246,-81.12292,5,1985,Florida
792,816,Report 816: Camper experiences strange night time visitor near Groveland,Class B,1985-06-01 12:00:00,37.89917,-119.9997,6,1985,California
793,40371,Report 40371: Memory told of a daylight sighting at a golf course in North Bonneville,Class A,1985-06-08 12:00:00,45.63921,-121.9883,6,1985,Washington
794,11228,Report 11228: Two teenagers have a surprise encounter in mid - 80's,Class A,1985-06-15 12:00:00,40.357,-79.8765,6,1985,Pennsylvania
795,937,"Report 937: Witnesses hear odd, loud vocalization while in the forest traveling on a logging road",Class B,1985-06-28 12:00:00,45.69,-122.3353,6,1985,Washington
796,270,Report 270: Campers awakened by late-night visitor in the Indian Heaven Wilderness,Class B,1985-07-01 12:00:00,46.04722,-122.1914,7,1985,Washington
797,5609,Report 5609: Child has encounter while looking at the night sky,Class A,1985-07-01 12:00:00,31.3904,-92.3495,7,1985,Louisiana
798,4886,Report 4886: Two men hear afternoon vocalization near Fort Bragg,Class B,1985-07-01 12:00:00,39.44583,-123.8042,7,1985,California
799,34980,Report 34980: Fisherman recalls his possible nighttime sighting near Vermilionville,Class B,1985-07-06 12:00:00,41.26155,-89.03049,7,1985,Illinois
800,23211,"Report 23211: Possible camp stalking at Glade Run Pond, Monon. Nat. Forest",Class B,1985-07-12 12:00:00,38.312,-80.429,7,1985,West Virginia
802,1585,Report 1585: Witness reports bad smell and a scream,Class B,1985-07-26 12:00:00,46.9363,-122.7607,7,1985,Washington
805,1783,Report 1783: Night hunters hear strange screams in the woods,Class B,1985-08-15 12:00:00,32.4456,-86.5653,8,1985,Alabama
806,20802,Report 20802: Woman picking berries with family has daylight sighting near Clark Fork,Class A,1985-08-15 12:00:00,48.255,-116.1475,8,1985,Idaho
807,49813,"Report 49813: Woman remembers being shocked to see a running, hairy biped in her backyard in Elyria",Class A,1985-08-15 12:00:00,41.40985,-82.11172,8,1985,Ohio
808,2549,Report 2549: Hairy humanoid biped seen diving into the Great Pee Dee River,Class A,1985-08-15 12:00:00,36.86345,-79.65835,8,1985,Virginia
809,20430,"Report 20430: Possible camp stalking at Betsy Lake, Grandaddy Basin, Uinta Mountains",Class B,1985-08-17 12:00:00,40.61087,-110.8139,8,1985,Utah
810,3918,"Report 3918: Hunter has unexplained, late night encounter while in small boat on Saddle Creek",Class B,1985-09-01 12:00:00,27.9664,-81.95285,9,1985,Florida
811,2393,Report 2393: The Georgia chopper crash story has been debunked. See msg from P. Caulkins in the investigator notes.,Class A,1985-09-15 12:00:00,34.70435,-84.2269,9,1985,Georgia
812,2566,Report 2566: College Psychology Teacher observes Bigfoot crossing road.  Animal has covering of leaves and/or palm branches,Class A,1985-09-29 12:00:00,29.77535,-82.3657,9,1985,Florida
813,8435,Report 8435: Incidents around a cabin near Grantsburg,Class B,1985-10-01 12:00:00,45.776,-92.683,10,1985,Wisconsin
814,8251,Report 8251: Young deerhunters see moving biped shape and later hear vocalizations.,Class A,1985-10-25 12:00:00,45.08334,-115.75,10,1985,Idaho
815,11407,"Report 11407: Two young men camping in the high country, hear vocals",Class B,1985-10-27 12:00:00,36.05361,-118.5347,10,1985,California
816,14118,Report 14118: Night time sighting by motorist on CR 448 near Lake Jem,Class A,1985-11-01 12:00:00,28.775,-81.6965,11,1985,Florida
817,8935,Report 8935: Various occurences between Lake Kissimmee and Tiger Lake that may be BF-related,Class B,1985-11-15 12:00:00,27.84434,-81.30249,11,1985,Florida
818,10095,Report 10095: Large truck halts in front of sasquatch on I-84,Class A,1985-12-15 12:00:00,45.5789,-118.6016,12,1985,Oregon
819,36667,Report 36667: Memory told of encounters on a farm near Ottawa.,Class A,1986-01-01 12:00:00,41.30374,-88.95451,1,1986,Illinois
820,41907,Report 41907: Memory told of a possible sighting at night in a pasture east of Jacksonville,Class B,1986-01-11 12:00:00,39.74652,-90.17844,1,1986,Illinois
821,27410,Report 27410:  Man recalls his brief daylight sighting outside Bloomfield,Class A,1986-01-14 12:00:00,36.87593,-89.86899,1,1986,Missouri
822,444,Report 444: Family sightings over 100 years in Fayette and Fulton Counties,Class C,1986-04-15 12:00:00,33.4996,-84.5422,4,1986,Georgia
823,12736,Report 12736: Student hears vocalization near the Cuyahoga River,Class B,1986-04-16 12:00:00,41.15845,-81.33134,4,1986,Ohio
824,28935,Report 28935: Airman recalls diverse encounters on excursion into Boundary Waters Canoe Area Wilderness,Class B,1986-05-17 12:00:00,48.1784,-92.12065,5,1986,Minnesota
825,25592,Report 25592: Man recalls a vivid daytime encounter as a youth near Portland,Class A,1986-05-24 12:00:00,36.5802,-86.5104,5,1986,Tennessee
826,2451,Report 2451: Three-toed print found while cutting firewood,Class B,1986-05-31 12:00:00,37.5562,-90.2488,5,1986,Missouri
827,13718,Report 13718: Man tells of two-legged animal crossing road in front of his car east of Paris,Class A,1986-06-01 12:00:00,35.34572,-93.75313,6,1986,Arkansas
828,6804,Report 6804: Two ourtdoorsmen chased by a large bear like biped recount 25+ years of strange occurrences.,Class A,1986-06-01 12:00:00,39.49695,-84.45905,6,1986,Ohio
829,56752,Report 56752: Man recalls hitting and killing a strange creature with his car near Cochran,Class A,1986-06-11 12:00:00,32.30676,-83.16122,6,1986,Georgia
830,62358,Report 62358: Witness describes two different sightings outside Oneida,Class A,1986-06-14 12:00:00,36.3065,-84.34,6,1986,Tennessee
831,12292,Report 12292: Daylight sighting by hikers in Ventana Wilderness,Class A,1986-06-15 12:00:00,36.3779,-121.7146,6,1986,California
832,2278,Report 2278: Hunting party shadowed by footsteps after loud vocalization heard from treeline,Class B,1986-06-15 12:00:00,32.0321,-84.43484,6,1986,Georgia
833,1099,Report 1099: Campsite intrusion near river.,Class A,1986-06-15 12:00:00,38.04414,-92.97639,6,1986,Missouri
834,33115,Report 33115: Two witnesses recall sighting as teens near Monticello,Class A,1986-06-15 12:00:00,33.46372,-83.61285,6,1986,Georgia
835,2429,Report 2429: High-pitched growling scream heard by witnesses.,Class B,1986-07-01 12:00:00,37.2731,-83.49205,7,1986,Kentucky
836,21271,Report 21271: Man describes road sighting in teen years near Pine Stump Junction,Class A,1986-07-01 12:00:00,46.56725,-85.589,7,1986,Michigan
837,8598,Report 8598: Daylight Sighting by Hikers Near Bennett Mountain,Class B,1986-07-01 12:00:00,38.415,-122.585,7,1986,California
839,11858,Report 11858: Possible night time sighting near Big Lake,Class B,1986-07-06 12:00:00,33.9,-109.355,7,1986,Arizona
840,9753,Report 9753: Animal peers into youngster's bedroom window,Class A,1986-07-15 12:00:00,35.44944,-91.51306,7,1986,Arkansas
841,40040,Report 40040: Man recalls possible sighting while driving at night next to the Ravenna Arsenal,Class B,1986-07-15 12:00:00,41.18518,-81.03764,7,1986,Ohio
842,5694,Report 5694: Campers have strange encounter near swamp in the Upper Peninsula,Class B,1986-07-15 12:00:00,46.01278,-86.81917,7,1986,Michigan
843,17767,Report 17767: Night-time sighting by Marine training near Ft Carson,Class A,1986-07-17 12:00:00,38.716,-104.875,7,1986,Colorado
844,19983,"Report 19983: Fisherman describes possible howls and camp stalking at Round Lake, Uinta Mountains",Class B,1986-07-19 12:00:00,40.77988,-110.9325,7,1986,Utah
845,25961,Report 25961: Young woman has close encounter at night outside of Georgetown,Class A,1986-07-27 12:00:00,38.81772,-83.80582,7,1986,Ohio
846,16550,Report 16550: Solo camper's late night encounter outside Truckee,Class B,1986-08-01 12:00:00,39.41546,-120.4187,8,1986,California
847,1617,Report 1617: Three hikers see something cross their path,Class A,1986-08-09 12:00:00,48.36861,-122.2778,8,1986,Washington
848,18442,Report 18442: Memory told of being chased on a farm near Ava,Class A,1986-08-14 12:00:00,36.94109,-92.7622,8,1986,Missouri
849,1720,Report 1720: Two sets of bigfoot trackways at Cape Blanco Beach on southern Oregon coast,Class A,1986-08-14 12:00:00,42.82,-124.53,8,1986,Oregon
851,606,Report 606: witness observed creature running across the road,Class A,1986-08-15 12:00:00,30.05705,-81.75165,8,1986,Florida
852,12712,"Report 12712: Woman remembers large bipedal creature running thru pasture at night, south of Henryetta",Class A,1986-08-25 12:00:00,35.36895,-95.97023,8,1986,Oklahoma
853,26245,Report 26245: Man recalls scary incidents as a teenager on his family's farm SW of Mt. Pleasant,Class A,1986-09-01 12:00:00,43.45135,-85.12935,9,1986,Michigan
854,49544,Report 49544: Man and wife recall possible daytime sighting while fishing the Ohoopee River,Class B,1986-09-12 12:00:00,32.39858,-82.30919,9,1986,Georgia
855,32824,Report 32824: Recollection of a road crossing at dusk while working as an MP on Fort Lewis,Class A,1986-09-15 12:00:00,47.10637,-122.5958,9,1986,Washington
856,39025,Report 39025: Man remembers his daylight sighting of a bigfoot standing on a stump next to Discovery Bay,Class A,1986-09-15 12:00:00,48.00503,-122.911,9,1986,Washington
857,9218,"Report 9218: Just after sundown, driver has sighting close to Carter Mountain",Class B,1986-09-16 12:00:00,35.7909,-82.4614,9,1986,North Carolina
858,11252,Report 11252: Teenagers have nighttime sighting of animal near Milltown.,Class B,1986-09-27 12:00:00,35.1759,-94.0679,9,1986,Arkansas
859,1375,Report 1375: fresh set of tracks found in the snow.,Class B,1986-10-01 12:00:00,38.71225,-105.1744,10,1986,Colorado
860,6062,"Report 6062: Three teenagers witness a ""thing"" crouched on the road, stand up, take three quick steps, and jump over the reeds down a hill",Class A,1986-10-01 12:00:00,38.74899,-82.97854,10,1986,Ohio
861,10874,Report 10874: Teenager observes animal hiding behind trees and finds footprint in the Clay Hills near Hoboken.,Class A,1986-10-11 12:00:00,31.2439,-82.1341,10,1986,Georgia
862,10771,Report 10771: Motorist has close roadside observation of animal near Chilhowee campground.,Class A,1986-10-14 12:00:00,35.1013,-84.3046,10,1986,North Carolina
863,42736,"Report 42736: Man recalls seeing a huge, hair-covered biped standing beside the road at night near Snohomish",Class A,1986-10-17 12:00:00,48.93228,-121.9995,10,1986,Washington
864,55412,Report 55412: Memory told of spying something large and hairy overturning rocks by the Brazos River,Class B,1986-11-01 12:00:00,32.15,-97.52499,11,1986,Texas
865,23498,"Report 23498: Bow hunter describes possible tracks, sounds and scat north of Lake Butler",Class B,1986-11-15 12:00:00,30.07067,-82.38086,11,1986,Florida
866,12919,Report 12919: Youth has nighttime sighting along Rock River,Class B,1986-11-15 12:00:00,41.6,-90.1,11,1986,Illinois
867,27374,Report 27374: Man remembers his daytime sighting as a youth living south of Hennepin,Class A,1986-11-29 12:00:00,41.2285,-89.3211,11,1986,Illinois
868,66089,Report 66089: Night time sighting on I-25 within Bosque del Apache National Wildlife Refuge,Class A,1986-12-24 12:00:00,33.82819,-106.9285,12,1986,New Mexico
869,7483,Report 7483: Morning daylight sighting around rural homes near Kent,Class A,1986-12-25 12:00:00,47.39,-122.2187,12,1986,Washington
870,16970,Report 16970: Fly fisherman recalls daylight sighting of a shaggy light haired creature on all-fours in the Cherokee National Forest,Class A,1987-03-14 12:00:00,35.3538,-84.0458,3,1987,Tennessee
871,10974,"Report 10974: Large, white haired biped seen twice near Twisp",Class A,1987-03-15 12:00:00,48.321,-120.0745,3,1987,Washington
872,3351,Report 3351: Late night sighting by teen at Lost Creek Golf Course,Class A,1987-03-15 12:00:00,40.73412,-84.06565,3,1987,Ohio
873,36011,Report 36011: Man recalls night time sighting at an airport outside Frederick,Class A,1987-03-19 12:00:00,34.38638,-98.99414,3,1987,Oklahoma
874,2149,Report 2149: Park Rangers and residents of Glendale Springs observe large footprints in deep snow,Class B,1987-03-22 12:00:00,36.3461,-81.38915,3,1987,North Carolina
876,14646,Report 14646: Fisherman Observes White Creature Swimming in Antrim Lake,Class A,1987-05-15 12:00:00,40.08159,-83.0337,5,1987,Ohio
877,2794,Report 2794: Woman has early evening sighting near Kennedy Meadows,Class A,1987-05-31 12:00:00,36.05278,-118.1303,5,1987,California
878,20420,Report 20420: Possible nightime encounter near Lake Trafford,Class B,1987-06-01 12:00:00,26.283,-81.2521,6,1987,Florida
879,6521,Report 6521: Woman hears late night scream and has close encounter near Laytonville,Class A,1987-06-01 12:00:00,39.68833,-123.4817,6,1987,California
880,7832,Report 7832: A man has heard similar cries in the night for over 15 years that were noted in another BFRO report from the same location,Class B,1987-07-01 12:00:00,41.16187,-81.37181,7,1987,Ohio
881,7188,Report 7188: Two men shocked to see hairy figure close on trail in Monongahela National Forest,Class A,1987-07-04 12:00:00,39.0417,-79.43762,7,1987,West Virginia
882,23614,Report 23614: Motorist returning from fireworks display gets a good look at a bigfoot near Ashford,Class A,1987-07-05 12:00:00,46.75468,-122.1183,7,1987,Washington
883,24419,Report 24419: Former park employee describes an encounter in Ruskin Cave Park,Class A,1987-07-10 12:00:00,36.1124,-87.4769,7,1987,Tennessee
884,11765,Report 11765: Teenager frog gigging has nighttime encounter near Dickson.,Class A,1987-07-11 12:00:00,36.12318,-87.38542,7,1987,Tennessee
885,33859,Report 33859: Woman recalls daylight sighting north of Marseilles,Class A,1987-07-11 12:00:00,41.42741,-88.71402,7,1987,Illinois
886,20435,Report 20435: Woman recalls childhood incident -- possible stalking near Yelm,Class B,1987-07-15 12:00:00,46.94445,-122.6893,7,1987,Washington
887,1774,Report 1774: 3 Friends watch 7' tall 2 legged hairy brown animal on the other side of the river,Class A,1987-07-15 12:00:00,38.32548,-80.60419,7,1987,West Virginia
888,3334,"Report 3334: Man hits 7 foot tall, reddish-brown creature with his car, then is pursued by the creature",Class B,1987-07-15 12:00:00,34.7576,-77.5873,7,1987,North Carolina
889,5778,Report 5778: Couple horseback riding catch a glimpse of unknown creature followed by a nasty smell and a loud moaning scream,Class B,1987-08-07 12:00:00,40.54269,-80.89606,8,1987,Ohio
891,815,"Report 815: Witness observes strange ""monkey-like"" animal from bedroom window.",Class A,1987-08-15 12:00:00,43.26806,-82.53083,8,1987,Michigan
892,3094,Report 3094: Teenager hears vocalization and has encounter with smelly creature outside window,Class B,1987-09-01 12:00:00,34.36725,-84.57616,9,1987,Georgia
893,10258,Report 10258: Loud vocalizations repeatedly disturb family,Class B,1987-09-15 12:00:00,48.9294,-122.0247,9,1987,Washington
894,12649,Report 12649: Man recalls daytime sighting in a canyon outside Nevada City,Class A,1987-09-15 12:00:00,39.25396,-121.0517,9,1987,California
895,18439,Report 18439: Possible scream at Ft. Stewart,Class B,1987-09-19 12:00:00,31.55762,-81.47213,9,1987,Georgia
896,23823,Report 23823: Man recalls seeing a large creature while driving at night near Fayetteville,Class A,1987-10-01 12:00:00,35.10615,-86.46987,10,1987,Tennessee
897,8017,"Report 8017: A family is shocked to see a large, hairy creature run across a forest road with a pack of dogs in pursuit",Class A,1987-10-01 12:00:00,39.14299,-82.41166,10,1987,Ohio
898,13918,Report 13918: Night time sighting by motorists on Highway 512 near Elwood (driver's observation),Class A,1987-10-10 12:00:00,32.036,-88.77015,10,1987,Mississippi
899,14144,Report 14144: Night time sighting by motorists on Highway 512 near Elwood (passenger's observation),Class A,1987-10-10 12:00:00,32.036,-88.77015,10,1987,Mississippi
900,57944,Report 57944: Memory told of having rocks thrown while in a tree stand near Murphy,Class B,1987-10-14 12:00:00,36.879,-95.1695,10,1987,Oklahoma
901,4957,Report 4957: Hunter has dusk sighting in Oberlin area,Class B,1987-10-15 12:00:00,41.27939,-82.21939,10,1987,Ohio
902,20028,Report 20028: Hunter recalls unusual and persistent vocalizations at Carson Lake on the Grand Mesa,Class B,1987-10-15 12:00:00,38.9969,-108.1098,10,1987,Colorado
903,3185,"Report 3185: Co-workers stunned by giant hairy ""man-thing"" walking down town street",Class A,1987-10-26 12:00:00,38.4,-105.1167,10,1987,Colorado
904,18333,Report 18333: Possible vocalizations near Bakersville,Class B,1987-11-01 12:00:00,41.86425,-73.00099,11,1987,Connecticut
905,4142,Report 4142: Hunter observes 6' tall hairy figure near a creek,Class A,1987-11-15 12:00:00,33.67056,-95.06667,11,1987,Texas
906,1313,Report 1313:  creature walked directly towards witness.,Class A,1987-11-15 12:00:00,32.7817,-93.9467,11,1987,Louisiana
907,24301,"Report 24301: Man remembers hearing strange vocalizations and seeing a hairy, upright figure while hunting in Sweden Valley",Class B,1987-11-28 12:00:00,41.70813,-77.99314,11,1987,Pennsylvania
908,2774,Report 2774: Large bipedal animal observes couple parking behind school gymnasium,Class A,1988-01-10 12:00:00,36.12083,-90.51056,1,1988,Arkansas
909,3339,Report 3339: Deep impressions seen in the snow,Class B,1988-03-15 12:00:00,35.74875,-82.26195,3,1988,North Carolina
910,27564,Report 27564: Man recalls his nighttime sighting through a kitchen window near Ennis,Class A,1988-04-15 12:00:00,32.375,-96.63,4,1988,Texas
911,31100,Report 31100: Possible stalking of ROTC Unit at Indian Mound Reserve,Class B,1988-05-07 12:00:00,39.745,-83.825,5,1988,Ohio
913,4310,Report 4310: Footprints discovered along a creek on a sand bar,Class B,1988-05-19 12:00:00,40.35097,-81.99847,5,1988,Ohio
914,2036,"Report 2036: Multiple witnesses encounter bad smell, three observe creature hiding behind sapling",Class A,1988-06-01 12:00:00,37.07354,-93.13545,6,1988,Missouri
915,69291,"Report 69291: Possible ""Ohio howls"" south of Shingletown (midway between Redding and Lassen)",Class B,1988-06-15 12:00:00,40.45787,-121.8765,6,1988,California
917,4980,Report 4980: Night sighting near Sandyville,Class B,1988-06-15 12:00:00,40.62147,-81.34993,6,1988,Ohio
918,1393,Report 1393: Sighting by two hikers,Class A,1988-06-25 12:00:00,47.7613,-122.7063,6,1988,Washington
919,1673,"Report 1673: A hairy Man-like creature is spotted in a field, close to the road",Class A,1988-07-13 12:00:00,47.9817,-122.0447,7,1988,Washington
920,51530,Report 51530:  Camper on Mount Palomar reports heavy biped running through campground late at night.,Class B,1988-07-13 12:00:00,33.32237,-116.8782,7,1988,California
921,43217,Report 43217: Memory of 3 hairy fingers sliding under the front door outside Nauvoo,Class B,1988-07-15 12:00:00,33.89236,-87.3775,7,1988,Alabama
922,12587,Report 12587: Daylight sighting by fishermen near Venice,Class A,1988-08-01 12:00:00,27.099,-82.454,8,1988,Florida
923,4962,Report 4962: Hunter states that vocalizations heard near Batesville are identical to recordings on BFRO site,Class B,1988-08-01 12:00:00,39.93154,-81.28671,8,1988,Ohio
924,10783,Report 10783: Motorist has nighttime sighting of animal near Smyrna.,Class A,1988-08-15 12:00:00,35.988,-86.5101,8,1988,Tennessee
925,28012,Report 28012: Hunter observes a huge figure scaling a steep hillside in just moments near Clairton,Class B,1988-08-16 12:00:00,40.29929,-79.8944,8,1988,Pennsylvania
926,13692,Report 13692: Daytime sighting by young girl hiking with family north of Fairfield,Class A,1988-08-20 12:00:00,43.4082,-114.8281,8,1988,Idaho
927,24530,Report 24530: Possible protest attack on an elk hunter's camper (vehicle) in Fishlake National Forest,Class B,1988-09-04 12:00:00,38.8204,-111.6631,9,1988,Utah
928,12789,Report 12789: Night time sighting by resident near Germantown,Class B,1988-09-14 12:00:00,39.61205,-84.36754,9,1988,Ohio
929,26997,Report 26997: Man recalls childhood observation of rock throwing near Urichsville,Class A,1988-09-15 12:00:00,40.36831,-81.32809,9,1988,Ohio
930,35114,Report 35114: Recollection of spotting a tall figure cross a trail at dusk near Norris Lake,Class B,1988-09-16 12:00:00,36.2635,-83.918,9,1988,Tennessee
931,2333,Report 2333: Family hears late night screams near Long Barn,Class B,1988-09-27 12:00:00,38.05141,-120.0508,9,1988,California
932,83,Report 83: Early dawn sighting by hunters near Bass Lake,Class A,1988-10-01 12:00:00,37.35944,-119.6436,10,1988,California
933,29403,Report 29403: Witness recalls a possible daytime sighting while 4-wheeling as a youth west of Nashville,Class B,1988-10-08 12:00:00,36.0917,-86.9803,10,1988,Tennessee
934,43758,Report 43758: Hunter recalls his observation of a dark figure crawling on a family farm near Markton,Class A,1988-10-15 12:00:00,41.02176,-74.53322,10,1988,New Jersey
935,11576,Report 11576: Woman has close up night sighting in car lights on Highway 299,Class A,1988-10-15 12:00:00,40.85,-123.55,10,1988,California
936,4158,"Report 4158: Brothers encounter a large, very well-built, man-like creature",Class A,1988-10-15 12:00:00,33.16972,-99.18778,10,1988,Texas
